center,left,right,steering_angle
dataset_images/center_263df2e2c8fc488c908159be7f6c2a2c.jpg,dataset_images/left_263df2e2c8fc488c908159be7f6c2a2c.jpg,dataset_images/right_263df2e2c8fc488c908159be7f6c2a2c.jpg,-1.5790466712095789e-09
dataset_images/center_9256c6aef7c14247b89f2465810f3a68.jpg,dataset_images/left_9256c6aef7c14247b89f2465810f3a68.jpg,dataset_images/right_9256c6aef7c14247b89f2465810f3a68.jpg,-1.2813990930888218e-08
dataset_images/center_d3b03ecc8f6141b4afd0f620a84c1968.jpg,dataset_images/left_d3b03ecc8f6141b4afd0f620a84c1968.jpg,dataset_images/right_d3b03ecc8f6141b4afd0f620a84c1968.jpg,9.590014422680869e-09
dataset_images/center_49fb6bb0ba1c4dbe983f6cd666c5b5b1.jpg,dataset_images/left_49fb6bb0ba1c4dbe983f6cd666c5b5b1.jpg,dataset_images/right_49fb6bb0ba1c4dbe983f6cd666c5b5b1.jpg,-1.977694107544618e-11
dataset_images/center_e2cbace3a3564830a3b2475d39097244.jpg,dataset_images/left_e2cbace3a3564830a3b2475d39097244.jpg,dataset_images/right_e2cbace3a3564830a3b2475d39097244.jpg,-1.1281281721103812e-08
dataset_images/center_ddd3332925a145ac8b5d8cc5a09ea340.jpg,dataset_images/left_ddd3332925a145ac8b5d8cc5a09ea340.jpg,dataset_images/right_ddd3332925a145ac8b5d8cc5a09ea340.jpg,1.159950060295512e-08
dataset_images/center_8ad73e98775745d6bc4c18abb86e15b7.jpg,dataset_images/left_8ad73e98775745d6bc4c18abb86e15b7.jpg,dataset_images/right_8ad73e98775745d6bc4c18abb86e15b7.jpg,-0.06583362737510777
dataset_images/center_5a3ec3a597fe451b9cd12762a76915eb.jpg,dataset_images/left_5a3ec3a597fe451b9cd12762a76915eb.jpg,dataset_images/right_5a3ec3a597fe451b9cd12762a76915eb.jpg,-0.17336940504171433
dataset_images/center_71bfae6ebb094adfa3b72cea7c2a154f.jpg,dataset_images/left_71bfae6ebb094adfa3b72cea7c2a154f.jpg,dataset_images/right_71bfae6ebb094adfa3b72cea7c2a154f.jpg,-0.28853146083862047
dataset_images/center_085b910041324c559901268661e57815.jpg,dataset_images/left_085b910041324c559901268661e57815.jpg,dataset_images/right_085b910041324c559901268661e57815.jpg,-0.10752269508590567
dataset_images/center_2320632512644c8eb09457a7c059a6ba.jpg,dataset_images/left_2320632512644c8eb09457a7c059a6ba.jpg,dataset_images/right_2320632512644c8eb09457a7c059a6ba.jpg,-0.040471473982781545
dataset_images/center_9239c0ff11ba4ace817ef349c751f5ee.jpg,dataset_images/left_9239c0ff11ba4ace817ef349c751f5ee.jpg,dataset_images/right_9239c0ff11ba4ace817ef349c751f5ee.jpg,-0.015017839014484117
dataset_images/center_c676f7fc74a646a3864b07fa500aba52.jpg,dataset_images/left_c676f7fc74a646a3864b07fa500aba52.jpg,dataset_images/right_c676f7fc74a646a3864b07fa500aba52.jpg,-0.004801816186336617
dataset_images/center_49aad8d133e94825b9d429333aff0305.jpg,dataset_images/left_49aad8d133e94825b9d429333aff0305.jpg,dataset_images/right_49aad8d133e94825b9d429333aff0305.jpg,-0.001919323362473243
dataset_images/center_ed2357aed37b45fa8e3512d5d0068fc6.jpg,dataset_images/left_ed2357aed37b45fa8e3512d5d0068fc6.jpg,dataset_images/right_ed2357aed37b45fa8e3512d5d0068fc6.jpg,-0.000673599483069853
dataset_images/center_1c46c25d18c942389336300748d7fa61.jpg,dataset_images/left_1c46c25d18c942389336300748d7fa61.jpg,dataset_images/right_1c46c25d18c942389336300748d7fa61.jpg,-0.0002517565426622395
dataset_images/center_4df43a99d4eb43b692f5276e9494c69e.jpg,dataset_images/left_4df43a99d4eb43b692f5276e9494c69e.jpg,dataset_images/right_4df43a99d4eb43b692f5276e9494c69e.jpg,-8.408076899980908e-05
dataset_images/center_4e6c06559967410fab0c6f00cfb240f7.jpg,dataset_images/left_4e6c06559967410fab0c6f00cfb240f7.jpg,dataset_images/right_4e6c06559967410fab0c6f00cfb240f7.jpg,-2.6746859645698018e-05
dataset_images/center_91b25cd865974b178ce736cbf9b47f49.jpg,dataset_images/left_91b25cd865974b178ce736cbf9b47f49.jpg,dataset_images/right_91b25cd865974b178ce736cbf9b47f49.jpg,-1.2504071528601892e-05
dataset_images/center_3e9c08b47a65476c9bbddea2d10e9e7c.jpg,dataset_images/left_3e9c08b47a65476c9bbddea2d10e9e7c.jpg,dataset_images/right_3e9c08b47a65476c9bbddea2d10e9e7c.jpg,-4.418671976102052e-06
dataset_images/center_076af10dad3740a298038f2df82fb122.jpg,dataset_images/left_076af10dad3740a298038f2df82fb122.jpg,dataset_images/right_076af10dad3740a298038f2df82fb122.jpg,-1.4358520799134492e-06
dataset_images/center_ba1bf1f5d08c4f53979ed8c8afd67fef.jpg,dataset_images/left_ba1bf1f5d08c4f53979ed8c8afd67fef.jpg,dataset_images/right_ba1bf1f5d08c4f53979ed8c8afd67fef.jpg,-4.012499897468759e-07
dataset_images/center_ab20c40086984c30a0d2bff96de0ec0e.jpg,dataset_images/left_ab20c40086984c30a0d2bff96de0ec0e.jpg,dataset_images/right_ab20c40086984c30a0d2bff96de0ec0e.jpg,-2.0997903355755183e-07
dataset_images/center_3394187305884025bbcaceac89d98376.jpg,dataset_images/left_3394187305884025bbcaceac89d98376.jpg,dataset_images/right_3394187305884025bbcaceac89d98376.jpg,-1.1145541668379893e-07
dataset_images/center_f2daeb7cddad4d48a6d9cc5dea5ba803.jpg,dataset_images/left_f2daeb7cddad4d48a6d9cc5dea5ba803.jpg,dataset_images/right_f2daeb7cddad4d48a6d9cc5dea5ba803.jpg,-1.2459785159500534e-08
dataset_images/center_dc9266c171454564a755072bd4e7a161.jpg,dataset_images/left_dc9266c171454564a755072bd4e7a161.jpg,dataset_images/right_dc9266c171454564a755072bd4e7a161.jpg,1.0919964164763892e-08
dataset_images/center_f4779de733594397b15db763090ad5c6.jpg,dataset_images/left_f4779de733594397b15db763090ad5c6.jpg,dataset_images/right_f4779de733594397b15db763090ad5c6.jpg,-2.0802573981208065e-08
dataset_images/center_1e5db7c33ec94d029f1c47a171790175.jpg,dataset_images/left_1e5db7c33ec94d029f1c47a171790175.jpg,dataset_images/right_1e5db7c33ec94d029f1c47a171790175.jpg,1.916543735833522e-09
dataset_images/center_c7a0fe4beab24aa6abc3ecf3fefba309.jpg,dataset_images/left_c7a0fe4beab24aa6abc3ecf3fefba309.jpg,dataset_images/right_c7a0fe4beab24aa6abc3ecf3fefba309.jpg,6.127064924444248e-09
dataset_images/center_bed94ef0593d4429a03982c0ecded3e1.jpg,dataset_images/left_bed94ef0593d4429a03982c0ecded3e1.jpg,dataset_images/right_bed94ef0593d4429a03982c0ecded3e1.jpg,-1.597376164308491e-08
dataset_images/center_1361e269dbaf45f88fbc1a9bd348f193.jpg,dataset_images/left_1361e269dbaf45f88fbc1a9bd348f193.jpg,dataset_images/right_1361e269dbaf45f88fbc1a9bd348f193.jpg,9.915903537772774e-09
dataset_images/center_74019a59071042c8a992173b6c15a505.jpg,dataset_images/left_74019a59071042c8a992173b6c15a505.jpg,dataset_images/right_74019a59071042c8a992173b6c15a505.jpg,2.67895066977571e-10
dataset_images/center_0998f2e351394714b116ecef677f23f5.jpg,dataset_images/left_0998f2e351394714b116ecef677f23f5.jpg,dataset_images/right_0998f2e351394714b116ecef677f23f5.jpg,-1.4893817807106182e-08
dataset_images/center_5e62abdf9da44275a14b4f59654d4fa6.jpg,dataset_images/left_5e62abdf9da44275a14b4f59654d4fa6.jpg,dataset_images/right_5e62abdf9da44275a14b4f59654d4fa6.jpg,1.5357572271296573e-08
dataset_images/center_fcef513011d14989bea949ee41d9da78.jpg,dataset_images/left_fcef513011d14989bea949ee41d9da78.jpg,dataset_images/right_fcef513011d14989bea949ee41d9da78.jpg,-2.0836617644200985e-09
dataset_images/center_b421c8a8a23a40d4be48a020569cb475.jpg,dataset_images/left_b421c8a8a23a40d4be48a020569cb475.jpg,dataset_images/right_b421c8a8a23a40d4be48a020569cb475.jpg,-1.157782635416261e-08
dataset_images/center_db2052f48f544cdc9ffa6cccee1c8e4a.jpg,dataset_images/left_db2052f48f544cdc9ffa6cccee1c8e4a.jpg,dataset_images/right_db2052f48f544cdc9ffa6cccee1c8e4a.jpg,1.6020717319916047e-08
dataset_images/center_2cb4eea5c4f940078cb7083f446c026a.jpg,dataset_images/left_2cb4eea5c4f940078cb7083f446c026a.jpg,dataset_images/right_2cb4eea5c4f940078cb7083f446c026a.jpg,-7.778118278788966e-09
dataset_images/center_fae651214ab64fac8df750e46c985c25.jpg,dataset_images/left_fae651214ab64fac8df750e46c985c25.jpg,dataset_images/right_fae651214ab64fac8df750e46c985c25.jpg,-3.266470341579941e-09
dataset_images/center_c5f55e175ddf4a1ebebfb67297469601.jpg,dataset_images/left_c5f55e175ddf4a1ebebfb67297469601.jpg,dataset_images/right_c5f55e175ddf4a1ebebfb67297469601.jpg,1.5656197336838326e-08
dataset_images/center_0bf85592133945db9abcdcba6cc25592.jpg,dataset_images/left_0bf85592133945db9abcdcba6cc25592.jpg,dataset_images/right_0bf85592133945db9abcdcba6cc25592.jpg,-1.438408164371114e-08
dataset_images/center_e3dff12874934b20b40cf5294c01ab72.jpg,dataset_images/left_e3dff12874934b20b40cf5294c01ab72.jpg,dataset_images/right_e3dff12874934b20b40cf5294c01ab72.jpg,2.7216402636243213e-09
dataset_images/center_98dbf378322e4076a7de28a5443296b9.jpg,dataset_images/left_98dbf378322e4076a7de28a5443296b9.jpg,dataset_images/right_98dbf378322e4076a7de28a5443296b9.jpg,1.3256444667213748e-08
dataset_images/center_01c86a8e6b674bb2b80b963b65957f5b.jpg,dataset_images/left_01c86a8e6b674bb2b80b963b65957f5b.jpg,dataset_images/right_01c86a8e6b674bb2b80b963b65957f5b.jpg,-1.6087269808119632e-08
dataset_images/center_6d76e22399214f239abc5694ce38e1d0.jpg,dataset_images/left_6d76e22399214f239abc5694ce38e1d0.jpg,dataset_images/right_6d76e22399214f239abc5694ce38e1d0.jpg,5.0912396979506975e-09
dataset_images/center_13ad512f5fb8436bbc280ec6b2e27675.jpg,dataset_images/left_13ad512f5fb8436bbc280ec6b2e27675.jpg,dataset_images/right_13ad512f5fb8436bbc280ec6b2e27675.jpg,5.864425862384875e-09
dataset_images/center_aeac49cb3809488c8c798e93839906b8.jpg,dataset_images/left_aeac49cb3809488c8c798e93839906b8.jpg,dataset_images/right_aeac49cb3809488c8c798e93839906b8.jpg,-1.557670534706648e-08
dataset_images/center_0167dd6583b04100a05df4882e78727b.jpg,dataset_images/left_0167dd6583b04100a05df4882e78727b.jpg,dataset_images/right_0167dd6583b04100a05df4882e78727b.jpg,1.2775414911891808e-08
dataset_images/center_f6df05087ca64d9e8c0ffed28100d395.jpg,dataset_images/left_f6df05087ca64d9e8c0ffed28100d395.jpg,dataset_images/right_f6df05087ca64d9e8c0ffed28100d395.jpg,-1.7701056201424725e-11
dataset_images/center_7c4db6ca5fa34d7f8857acfb04d7f354.jpg,dataset_images/left_7c4db6ca5fa34d7f8857acfb04d7f354.jpg,dataset_images/right_7c4db6ca5fa34d7f8857acfb04d7f354.jpg,-1.4742766505823922e-08
dataset_images/center_27fcb8e82be0495fb408bbe7c33c82a6.jpg,dataset_images/left_27fcb8e82be0495fb408bbe7c33c82a6.jpg,dataset_images/right_27fcb8e82be0495fb408bbe7c33c82a6.jpg,-0.10263780049532079
dataset_images/center_13dcc9cdc930423e8e4987b4b7143bf0.jpg,dataset_images/left_13dcc9cdc930423e8e4987b4b7143bf0.jpg,dataset_images/right_13dcc9cdc930423e8e4987b4b7143bf0.jpg,-0.29161257073949975
dataset_images/center_4fc34ac2d4bf46dda5b7efa7e199a2a0.jpg,dataset_images/left_4fc34ac2d4bf46dda5b7efa7e199a2a0.jpg,dataset_images/right_4fc34ac2d4bf46dda5b7efa7e199a2a0.jpg,-0.24320187141078686
dataset_images/center_4070bcb7b49e4c46b721cf05d4158e33.jpg,dataset_images/left_4070bcb7b49e4c46b721cf05d4158e33.jpg,dataset_images/right_4070bcb7b49e4c46b721cf05d4158e33.jpg,-0.14768129812995734
dataset_images/center_75a40ff0cb4d4a5e9d72e91a04918488.jpg,dataset_images/left_75a40ff0cb4d4a5e9d72e91a04918488.jpg,dataset_images/right_75a40ff0cb4d4a5e9d72e91a04918488.jpg,-0.06082525085331336
dataset_images/center_1224ec931e34452a81af7785db275a22.jpg,dataset_images/left_1224ec931e34452a81af7785db275a22.jpg,dataset_images/right_1224ec931e34452a81af7785db275a22.jpg,-0.020409879489188123
dataset_images/center_d9d169ceef38484896bc389b600a031b.jpg,dataset_images/left_d9d169ceef38484896bc389b600a031b.jpg,dataset_images/right_d9d169ceef38484896bc389b600a031b.jpg,-0.008099476234873244
dataset_images/center_bd82bb3e595645e9975c1092b3c4aefa.jpg,dataset_images/left_bd82bb3e595645e9975c1092b3c4aefa.jpg,dataset_images/right_bd82bb3e595645e9975c1092b3c4aefa.jpg,-0.0029142880669773188
dataset_images/center_a3f160a3c4c344f6aee79111c9717bb5.jpg,dataset_images/left_a3f160a3c4c344f6aee79111c9717bb5.jpg,dataset_images/right_a3f160a3c4c344f6aee79111c9717bb5.jpg,-0.0010031562832540143
dataset_images/center_a5aff60b84134cbc9057c13456a1b4df.jpg,dataset_images/left_a5aff60b84134cbc9057c13456a1b4df.jpg,dataset_images/right_a5aff60b84134cbc9057c13456a1b4df.jpg,-0.00041652016348628476
dataset_images/center_6487c5f8e61f4644b443248c85cb9c24.jpg,dataset_images/left_6487c5f8e61f4644b443248c85cb9c24.jpg,dataset_images/right_6487c5f8e61f4644b443248c85cb9c24.jpg,-0.00012964206179465437
dataset_images/center_e3cc1d4895f44a179bb29fba66e3972b.jpg,dataset_images/left_e3cc1d4895f44a179bb29fba66e3972b.jpg,dataset_images/right_e3cc1d4895f44a179bb29fba66e3972b.jpg,-4.9844615864562546e-05
dataset_images/center_d645b38c1d3c4080be29a08fce565598.jpg,dataset_images/left_d645b38c1d3c4080be29a08fce565598.jpg,dataset_images/right_d645b38c1d3c4080be29a08fce565598.jpg,-1.8245254972970938e-05
dataset_images/center_8302806632394794aa386835d56988d9.jpg,dataset_images/left_8302806632394794aa386835d56988d9.jpg,dataset_images/right_8302806632394794aa386835d56988d9.jpg,0.00286393407343673
dataset_images/center_0dc20f59db37486ab1e8082c0dba030a.jpg,dataset_images/left_0dc20f59db37486ab1e8082c0dba030a.jpg,dataset_images/right_0dc20f59db37486ab1e8082c0dba030a.jpg,0.12218432273720174
dataset_images/center_89f93f12ac7446f0a2e300d9d003cf9b.jpg,dataset_images/left_89f93f12ac7446f0a2e300d9d003cf9b.jpg,dataset_images/right_89f93f12ac7446f0a2e300d9d003cf9b.jpg,0.11903224589464914
dataset_images/center_9314599774204087a4b377e71733532a.jpg,dataset_images/left_9314599774204087a4b377e71733532a.jpg,dataset_images/right_9314599774204087a4b377e71733532a.jpg,0.04888482067669427
dataset_images/center_1ce1ec8e85024ee1a784fd861bf449d0.jpg,dataset_images/left_1ce1ec8e85024ee1a784fd861bf449d0.jpg,dataset_images/right_1ce1ec8e85024ee1a784fd861bf449d0.jpg,0.01668814141769686
dataset_images/center_aa10b934000842c1b6c46570a74be6fc.jpg,dataset_images/left_aa10b934000842c1b6c46570a74be6fc.jpg,dataset_images/right_aa10b934000842c1b6c46570a74be6fc.jpg,0.006665059231146108
dataset_images/center_86c3795a2b824b9fbb4d9ffc26f2243c.jpg,dataset_images/left_86c3795a2b824b9fbb4d9ffc26f2243c.jpg,dataset_images/right_86c3795a2b824b9fbb4d9ffc26f2243c.jpg,0.0023433602701749805
dataset_images/center_6255485f1ad14a45bdbb8a3fa5df63e6.jpg,dataset_images/left_6255485f1ad14a45bdbb8a3fa5df63e6.jpg,dataset_images/right_6255485f1ad14a45bdbb8a3fa5df63e6.jpg,0.0007960317408393277
dataset_images/center_dc669440f8244c74a29a93ddbe2a8db4.jpg,dataset_images/left_dc669440f8244c74a29a93ddbe2a8db4.jpg,dataset_images/right_dc669440f8244c74a29a93ddbe2a8db4.jpg,0.0003421534393327712
dataset_images/center_1e1d7781e0994469ba989ceb5b81db6a.jpg,dataset_images/left_1e1d7781e0994469ba989ceb5b81db6a.jpg,dataset_images/right_1e1d7781e0994469ba989ceb5b81db6a.jpg,0.059384910168765286
dataset_images/center_85cace2ebe0e434f89e7a6298b8c4987.jpg,dataset_images/left_85cace2ebe0e434f89e7a6298b8c4987.jpg,dataset_images/right_85cace2ebe0e434f89e7a6298b8c4987.jpg,0.22835191606165078
dataset_images/center_93915b2535a8428298c61f8fb96406c0.jpg,dataset_images/left_93915b2535a8428298c61f8fb96406c0.jpg,dataset_images/right_93915b2535a8428298c61f8fb96406c0.jpg,0.20217860381901645
dataset_images/center_cd8e129d0dcc491aab0c8c4e050c09cc.jpg,dataset_images/left_cd8e129d0dcc491aab0c8c4e050c09cc.jpg,dataset_images/right_cd8e129d0dcc491aab0c8c4e050c09cc.jpg,0.0746040069070398
dataset_images/center_25ded83a7faf440c9bd2631cae1a3e60.jpg,dataset_images/left_25ded83a7faf440c9bd2631cae1a3e60.jpg,dataset_images/right_25ded83a7faf440c9bd2631cae1a3e60.jpg,0.031249456371313836
dataset_images/center_adf8c6c7fb8c479e94cd86194a6c86bd.jpg,dataset_images/left_adf8c6c7fb8c479e94cd86194a6c86bd.jpg,dataset_images/right_adf8c6c7fb8c479e94cd86194a6c86bd.jpg,0.01033396442083782
dataset_images/center_08025aca08a24a57926c82facd55e2c0.jpg,dataset_images/left_08025aca08a24a57926c82facd55e2c0.jpg,dataset_images/right_08025aca08a24a57926c82facd55e2c0.jpg,0.004024978357966655
dataset_images/center_b8dc08cfe614401590cfc58f4812d103.jpg,dataset_images/left_b8dc08cfe614401590cfc58f4812d103.jpg,dataset_images/right_b8dc08cfe614401590cfc58f4812d103.jpg,0.0013403467246560026
dataset_images/center_5f74ca8d7f454b65bc7303933a4797b6.jpg,dataset_images/left_5f74ca8d7f454b65bc7303933a4797b6.jpg,dataset_images/right_5f74ca8d7f454b65bc7303933a4797b6.jpg,0.0005784753065159354
dataset_images/center_55301aa95bfd405b97432cf28e20b40c.jpg,dataset_images/left_55301aa95bfd405b97432cf28e20b40c.jpg,dataset_images/right_55301aa95bfd405b97432cf28e20b40c.jpg,0.00021278362822124214
dataset_images/center_1ebac4b93e07425a9603448c1fe766a4.jpg,dataset_images/left_1ebac4b93e07425a9603448c1fe766a4.jpg,dataset_images/right_1ebac4b93e07425a9603448c1fe766a4.jpg,6.923320862162104e-05
dataset_images/center_3b46627439464e57b08d41d7b35c4924.jpg,dataset_images/left_3b46627439464e57b08d41d7b35c4924.jpg,dataset_images/right_3b46627439464e57b08d41d7b35c4924.jpg,2.7148671655108265e-05
dataset_images/center_b62e6e2567254d92ab7993f27710a5d5.jpg,dataset_images/left_b62e6e2567254d92ab7993f27710a5d5.jpg,dataset_images/right_b62e6e2567254d92ab7993f27710a5d5.jpg,1.1009201415410057e-05
dataset_images/center_9f2da93bc6b74de6ac65b8f932bca8a0.jpg,dataset_images/left_9f2da93bc6b74de6ac65b8f932bca8a0.jpg,dataset_images/right_9f2da93bc6b74de6ac65b8f932bca8a0.jpg,4.701232251252767e-06
dataset_images/center_c9cebde7707346a48de1ddfb980f8076.jpg,dataset_images/left_c9cebde7707346a48de1ddfb980f8076.jpg,dataset_images/right_c9cebde7707346a48de1ddfb980f8076.jpg,1.2762025042399703e-06
dataset_images/center_037b79b745274947836f65c5a2b6d1fe.jpg,dataset_images/left_037b79b745274947836f65c5a2b6d1fe.jpg,dataset_images/right_037b79b745274947836f65c5a2b6d1fe.jpg,-0.0833141447153716
dataset_images/center_ec3166bae4d447debd75e873d2ad80a5.jpg,dataset_images/left_ec3166bae4d447debd75e873d2ad80a5.jpg,dataset_images/right_ec3166bae4d447debd75e873d2ad80a5.jpg,-0.15425205508459047
dataset_images/center_1e8a0dfc81154d74b68c890a1bfff068.jpg,dataset_images/left_1e8a0dfc81154d74b68c890a1bfff068.jpg,dataset_images/right_1e8a0dfc81154d74b68c890a1bfff068.jpg,-0.08596745316347751
dataset_images/center_ad90897e470d43358b5f8f3736ebc23f.jpg,dataset_images/left_ad90897e470d43358b5f8f3736ebc23f.jpg,dataset_images/right_ad90897e470d43358b5f8f3736ebc23f.jpg,-0.03566204411318519
dataset_images/center_c310b915f27540d9a7a2acf57a848451.jpg,dataset_images/left_c310b915f27540d9a7a2acf57a848451.jpg,dataset_images/right_c310b915f27540d9a7a2acf57a848451.jpg,-0.011982824408256647
dataset_images/center_497e9c68951c4b688edbbca48c4a1f68.jpg,dataset_images/left_497e9c68951c4b688edbbca48c4a1f68.jpg,dataset_images/right_497e9c68951c4b688edbbca48c4a1f68.jpg,-0.004258862942287586
dataset_images/center_972ec10f941b4d9aae926620369e4ece.jpg,dataset_images/left_972ec10f941b4d9aae926620369e4ece.jpg,dataset_images/right_972ec10f941b4d9aae926620369e4ece.jpg,-0.0015301904187560915
dataset_images/center_3944b2e2258a43a0a3c6d04a26ed919e.jpg,dataset_images/left_3944b2e2258a43a0a3c6d04a26ed919e.jpg,dataset_images/right_3944b2e2258a43a0a3c6d04a26ed919e.jpg,-0.0005351545951814162
dataset_images/center_020896b0a0344296bf009906b892d9d9.jpg,dataset_images/left_020896b0a0344296bf009906b892d9d9.jpg,dataset_images/right_020896b0a0344296bf009906b892d9d9.jpg,-0.00022248462911914554
dataset_images/center_2c31fec213eb4936bc9bc77167352c3f.jpg,dataset_images/left_2c31fec213eb4936bc9bc77167352c3f.jpg,dataset_images/right_2c31fec213eb4936bc9bc77167352c3f.jpg,-6.743572886931628e-05
dataset_images/center_9e3b6e9ba2ee47fab36e70ea01e8f449.jpg,dataset_images/left_9e3b6e9ba2ee47fab36e70ea01e8f449.jpg,dataset_images/right_9e3b6e9ba2ee47fab36e70ea01e8f449.jpg,-2.5795742487688377e-05
dataset_images/center_72ace3bceeda4d6b80ae229a880e71e1.jpg,dataset_images/left_72ace3bceeda4d6b80ae229a880e71e1.jpg,dataset_images/right_72ace3bceeda4d6b80ae229a880e71e1.jpg,-1.0702771013350055e-05
dataset_images/center_77b37155c0c04fb187c0b99ac32bef98.jpg,dataset_images/left_77b37155c0c04fb187c0b99ac32bef98.jpg,dataset_images/right_77b37155c0c04fb187c0b99ac32bef98.jpg,-4.369128660922563e-06
dataset_images/center_77a3fe2926d64b3b8f90c400d9a04d9b.jpg,dataset_images/left_77a3fe2926d64b3b8f90c400d9a04d9b.jpg,dataset_images/right_77a3fe2926d64b3b8f90c400d9a04d9b.jpg,-1.5318108088814692e-06
dataset_images/center_80f47253fe494fb48340abcea801d1a1.jpg,dataset_images/left_80f47253fe494fb48340abcea801d1a1.jpg,dataset_images/right_80f47253fe494fb48340abcea801d1a1.jpg,-3.619774617349813e-07
dataset_images/center_07368dc0ad7c4f6d8b2c3094e8116833.jpg,dataset_images/left_07368dc0ad7c4f6d8b2c3094e8116833.jpg,dataset_images/right_07368dc0ad7c4f6d8b2c3094e8116833.jpg,-2.0608664026963436e-07
dataset_images/center_cd77eb364a284c86ab21853b8b902883.jpg,dataset_images/left_cd77eb364a284c86ab21853b8b902883.jpg,dataset_images/right_cd77eb364a284c86ab21853b8b902883.jpg,-1.1953791927070336e-07
dataset_images/center_44fad67476ec4eeb98c8b902776104f5.jpg,dataset_images/left_44fad67476ec4eeb98c8b902776104f5.jpg,dataset_images/right_44fad67476ec4eeb98c8b902776104f5.jpg,-7.724803890193774e-09
dataset_images/center_bfad0d03c98f4faea31965e8c963bb4e.jpg,dataset_images/left_bfad0d03c98f4faea31965e8c963bb4e.jpg,dataset_images/right_bfad0d03c98f4faea31965e8c963bb4e.jpg,-1.2414055668571876e-08
dataset_images/center_2284acfed60741a3a9978e035ff21c9d.jpg,dataset_images/left_2284acfed60741a3a9978e035ff21c9d.jpg,dataset_images/right_2284acfed60741a3a9978e035ff21c9d.jpg,-4.221825724275662e-09
dataset_images/center_f07171536ab54409a133cf8524c076b6.jpg,dataset_images/left_f07171536ab54409a133cf8524c076b6.jpg,dataset_images/right_f07171536ab54409a133cf8524c076b6.jpg,1.2218648176934547e-08
dataset_images/center_fd233b7fffa949f291ee9c7cd23497ad.jpg,dataset_images/left_fd233b7fffa949f291ee9c7cd23497ad.jpg,dataset_images/right_fd233b7fffa949f291ee9c7cd23497ad.jpg,-1.5743320158946772e-08
dataset_images/center_9aa4b543ae404794a84486705b3a5e58.jpg,dataset_images/left_9aa4b543ae404794a84486705b3a5e58.jpg,dataset_images/right_9aa4b543ae404794a84486705b3a5e58.jpg,1.880268113627571e-09
dataset_images/center_15f52056499f408595e655f04623782b.jpg,dataset_images/left_15f52056499f408595e655f04623782b.jpg,dataset_images/right_15f52056499f408595e655f04623782b.jpg,1.1639555256926657e-08
dataset_images/center_a0726214b59747deb8d6ff243dbc0bd9.jpg,dataset_images/left_a0726214b59747deb8d6ff243dbc0bd9.jpg,dataset_images/right_a0726214b59747deb8d6ff243dbc0bd9.jpg,-1.6081005908357698e-08
dataset_images/center_c1c182638ff94f738c0e690c8fdb9347.jpg,dataset_images/left_c1c182638ff94f738c0e690c8fdb9347.jpg,dataset_images/right_c1c182638ff94f738c0e690c8fdb9347.jpg,4.1015400210465104e-09
dataset_images/center_2c4a8ab2a2004be0bf5bd632eeacf900.jpg,dataset_images/left_2c4a8ab2a2004be0bf5bd632eeacf900.jpg,dataset_images/right_2c4a8ab2a2004be0bf5bd632eeacf900.jpg,6.829462894572985e-09
dataset_images/center_4e5edc1fd147413bac365d80cace401a.jpg,dataset_images/left_4e5edc1fd147413bac365d80cace401a.jpg,dataset_images/right_4e5edc1fd147413bac365d80cace401a.jpg,-1.6203037510388204e-08
dataset_images/center_5889100bcd7c47e596625e8e9f0322c2.jpg,dataset_images/left_5889100bcd7c47e596625e8e9f0322c2.jpg,dataset_images/right_5889100bcd7c47e596625e8e9f0322c2.jpg,1.2156445502655827e-08
dataset_images/center_457e319832c646af8797edb1079a3846.jpg,dataset_images/left_457e319832c646af8797edb1079a3846.jpg,dataset_images/right_457e319832c646af8797edb1079a3846.jpg,1.002869456394349e-09
dataset_images/center_d764893a9699411085607f48f302803f.jpg,dataset_images/left_d764893a9699411085607f48f302803f.jpg,dataset_images/right_d764893a9699411085607f48f302803f.jpg,-1.516698080162539e-08
dataset_images/center_98c7c38bf69145e6b49c5270340ad648.jpg,dataset_images/left_98c7c38bf69145e6b49c5270340ad648.jpg,dataset_images/right_98c7c38bf69145e6b49c5270340ad648.jpg,1.5179978668763595e-08
dataset_images/center_75132bb10d014dfc80fb449dd26792fb.jpg,dataset_images/left_75132bb10d014dfc80fb449dd26792fb.jpg,dataset_images/right_75132bb10d014dfc80fb449dd26792fb.jpg,-1.4480374464456317e-09
dataset_images/center_3ce7d1225ad9417586c7c297b3182d91.jpg,dataset_images/left_3ce7d1225ad9417586c7c297b3182d91.jpg,dataset_images/right_3ce7d1225ad9417586c7c297b3182d91.jpg,-9.364709579529627e-09
dataset_images/center_59db79e0b9a24e318735017a52820605.jpg,dataset_images/left_59db79e0b9a24e318735017a52820605.jpg,dataset_images/right_59db79e0b9a24e318735017a52820605.jpg,1.58209414278182e-08
dataset_images/center_2b2279457c884a8aabc99cda0ec847a0.jpg,dataset_images/left_2b2279457c884a8aabc99cda0ec847a0.jpg,dataset_images/right_2b2279457c884a8aabc99cda0ec847a0.jpg,-7.229810491646528e-09
dataset_images/center_65d9e117b2a147e5899efd5c455c1f34.jpg,dataset_images/left_65d9e117b2a147e5899efd5c455c1f34.jpg,dataset_images/right_65d9e117b2a147e5899efd5c455c1f34.jpg,-3.900665574220766e-09
